  0.0000000e+000  -1.0445596e+000   2.5379164e+000   2.2015192e+004
  4.0017659e-011  -2.6922290e+003   3.3772400e+004   2.1974646e+004
  8.0181315e-011  -1.3199926e+004   6.0642869e+004   2.1646370e+004
  1.2023825e-010  -2.9575378e+004   8.9456450e+004   2.1363521e+004
  1.6028875e-010  -4.8360732e+004   1.1301188e+005   2.1060187e+004
  2.0034005e-010  -7.0842120e+004   1.2996199e+005   2.0321445e+004
  2.4038982e-010  -9.6581523e+004   1.4453092e+005   1.9943594e+004
  2.8043866e-010  -1.2241167e+005   1.5322545e+005   1.9412730e+004
  3.2048564e-010  -1.4851533e+005   1.5595702e+005   1.8735135e+004
  3.6052994e-010  -1.7461953e+005   1.5451556e+005   1.8230708e+004
  4.0057061e-010  -1.9849278e+005   1.4846943e+005   1.7837892e+004
  4.4061170e-010  -2.1992622e+005   1.3761894e+005   1.7296804e+004
  4.8065193e-010  -2.3894267e+005   1.2342756e+005   1.6956210e+004
  5.2069319e-010  -2.5432199e+005   1.0659310e+005   1.6801861e+004
  5.6073445e-010  -2.6593786e+005   8.7322793e+004   1.6570204e+004
  6.0077541e-010  -2.7400593e+005   6.6685589e+004   1.6486802e+004
  6.4081639e-010  -2.7817351e+005   4.5608829e+004   1.6569472e+004
  6.8085733e-010  -2.7848922e+005   2.4483029e+004   1.6584434e+004
  7.2089875e-010  -2.7538426e+005   3.9635954e+003   1.6702517e+004
  7.6094038e-010  -2.6895646e+005  -1.5160237e+004   1.6936109e+004
  8.0098155e-010  -2.5954276e+005  -3.2458560e+004   1.7142197e+004
  8.4102346e-010  -2.4767890e+005  -4.7461784e+004   1.7447300e+004
  8.8106604e-010  -2.3375674e+005  -5.9651230e+004   1.7818606e+004
  9.2110908e-010  -2.1833091e+005  -6.8725776e+004   1.8188932e+004
  9.6115468e-010  -2.0198227e+005  -7.4539051e+004   1.8608350e+004
  1.0012003e-009  -1.8527937e+005  -7.6978778e+004   1.9028830e+004
  1.0412478e-009  -1.6880925e+005  -7.6106543e+004   1.9433032e+004
  1.0812968e-009  -1.5312075e+005  -7.2155327e+004   1.9817012e+004
  1.1213464e-009  -1.3874315e+005  -6.5378427e+004   2.0163613e+004
  1.1613987e-009  -1.2610952e+005  -5.6159716e+004   2.0463307e+004
  1.2014501e-009  -1.1559333e+005  -4.4960685e+004   2.0705662e+004
  1.2415052e-009  -1.0747873e+005  -3.2247431e+004   2.0891725e+004
  1.2815597e-009  -1.0192869e+005  -1.8545500e+004   2.1012364e+004
  1.3216150e-009  -9.9026811e+004  -4.3814001e+003   2.1067879e+004
  1.3616713e-009  -9.8748005e+004   9.7408135e+003   2.1064121e+004
  1.4017265e-009  -1.0096581e+005   2.3330774e+004   2.0999190e+004
  1.4417826e-009  -1.0548397e+005   3.5945856e+004   2.0881945e+004
  1.4818361e-009  -1.1202208e+005   4.7203094e+004   2.0720528e+004
