#     time          Mx           My           Mz      
#     (ns)         (1)          (1)          (1)     
 2.05398e-10     -23663.4     -22988.3       852831
 2.06316e-10     -23086.2     -23132.9       852864
 2.07233e-10     -22514.3     -23267.6       852897
 2.08151e-10     -21947.6     -23392.7       852929
 2.09068e-10     -21386.3     -23508.3       852960
 2.09986e-10       -20830     -23614.9       852991
 2.10903e-10     -20279.1     -23712.7       853021
 2.11821e-10     -19733.2     -23801.9       853051
 2.12739e-10     -19192.6     -23882.8       853080
 2.13656e-10       -18657     -23955.6       853109
 2.14574e-10     -18126.5     -24020.5       853137
 2.15492e-10     -17600.9     -24077.7       853165
 2.16409e-10     -17080.4     -24127.4       853192
 2.17327e-10     -16564.7     -24169.8       853219
 2.18244e-10       -16054     -24205.1       853245
 2.19162e-10     -15548.1     -24233.4       853272
  2.2008e-10       -15047     -24254.9       853297
 2.20997e-10     -14550.7     -24269.6       853322
 2.21915e-10       -14059     -24277.9       853347
 2.22832e-10       -13572     -24279.7       853371
  2.2375e-10     -13089.6     -24275.2       853395
 2.24668e-10     -12611.8     -24264.5       853419
 2.25585e-10     -12138.4     -24247.8       853442
 2.26503e-10     -11669.6       -24225       853465
 2.27421e-10     -11205.2     -24196.4       853487
 2.28338e-10     -10745.2     -24161.9       853510
 2.29256e-10     -10289.7     -24121.8       853531
 2.30173e-10     -9838.53       -24076       853553
 2.31091e-10     -9391.73     -24024.6       853574
 2.32472e-10     -8727.76       -23937       853605
 2.33852e-10     -8073.63     -23837.2       853635
 2.35233e-10     -7429.31     -23725.5       853665
 2.36613e-10     -6794.82     -23601.9       853693
 2.37994e-10     -6170.17     -23466.8       853721
 2.39374e-10      -5555.4     -23320.3       853749
 2.40755e-10     -4950.55     -23162.5       853776
 2.42136e-10     -4355.71     -22993.8       853802
 2.43516e-10     -3770.94     -22814.2       853827
 2.44897e-10     -3196.35       -22624       853852
 2.46277e-10     -2632.03     -22423.4       853877
 2.47658e-10     -2078.09     -22212.6       853900
 2.49038e-10     -1534.67     -21991.8       853923
 2.50419e-10     -1001.87     -21761.2       853946
   2.518e-10     -479.847       -21521       853968
  2.5318e-10      31.2775     -21271.5       853989
 2.54561e-10      531.364       -21013       854010
 2.55941e-10      1020.27     -20745.6       854031
 2.57322e-10      1497.87     -20469.7       854051
 2.58702e-10      1964.02     -20185.6       854070
 2.60083e-10       2418.6     -19893.5       854089
 2.61464e-10      2861.47     -19593.7       854108
 2.62844e-10      3292.51     -19286.5       854126
 2.64225e-10      3711.62     -18972.3       854144
 2.65605e-10       4118.7     -18651.3       854161
 2.66986e-10      4513.63       -18324       854178
 2.68366e-10      4896.35     -17990.6       854194
 2.69747e-10      5266.77     -17651.5       854210
 2.71127e-10      5624.84       -17307       854226
 2.72508e-10      5970.49     -16957.5       854241
 2.73889e-10      6303.69     -16603.3       854256
 2.75269e-10      6624.41     -16244.9       854271
  2.7665e-10      6932.64     -15882.5       854285
  2.7803e-10      7228.37     -15516.6       854299
 2.79411e-10      7511.62     -15147.5       854312
 2.80791e-10       7782.4     -14775.5       854325
 2.82172e-10      8040.77     -14401.1       854338
 2.83552e-10      8286.76     -14024.5       854350
 2.84933e-10      8520.44     -13646.2       854363
 2.86314e-10      8741.89     -13266.5       854375
 2.87694e-10      8951.19     -12885.7       854386
 2.89075e-10      9148.44     -12504.3       854398
 2.90455e-10      9333.76     -12122.4       854409
 2.91836e-10      9507.26     -11740.4       854419
 2.93217e-10      9669.08     -11358.5       854430
 2.94597e-10      9819.32     -10977.2       854440
 2.95978e-10      9958.15       -10597       854450
 2.97358e-10      10085.9     -10218.1       854460
 2.98739e-10      10202.5     -9840.73       854469
 3.00119e-10      10308.4     -9465.19       854479
 3.00119e-10      10308.4     -9465.19       854479
