            0  608111.8318204              0  608111.8318204 
        5e-12  561772.2706701  95249.13978793  639896.0350663 
        1e-11  497161.5219853  175869.1501464  667655.5731705 
      1.5e-11  419759.663403  237031.1805695  693822.2643697 
        2e-11  335374.8928095  276484.2750855  718236.6993682 
      2.5e-11  250445.085761  294125.1782228  739715.8390925 
        3e-11  171416.2199527  292040.1150798  757603.663503 
      3.5e-11  103474.7095696  274225.7413844  772172.7882842 
        4e-11  49636.32607067  245757.1816967  784137.2442084 
      4.5e-11  10647.75272142  211784.0350663  794160.3755763 
        5e-11  -14544.74528297  176781.3338254  802673.5136167 
      5.5e-11  -28144.4157396  144175.5325134  809924.3999691 
        6e-11  -32922.72670425  116252.0960295  816075.8255835 
      6.5e-11  -31712.07030029  94188.37878489  821266.7898855 
        7e-11  -27128.83185509  78250.76363566  825632.5170441 
      7.5e-11  -21352.0354933  67986.59711662  829296.9018973 
        8e-11  -16029.41931686  62455.81373234  832370.1415628 
      8.5e-11  -12261.53770225  60456.4793201  834950.2196282 
        9e-11  -10641.73332362   60719.853494  837123.666954 
      9.5e-11  -11331.42679068  62058.82631261  838965.5556842 
        1e-10  -14156.94236539  63470.25457025  840540.326275 
     1.05e-10  -18708.23248411  64182.45759598  841902.0398553 
      1.1e-10  -24448.34179362  63701.36833616  843090.7860557 
     1.15e-10  -30784.3620016  61762.20682331  844141.4213416 
      1.2e-10  -37151.68937311  58313.82426269  845081.1670128 
     1.25e-10  -43054.8172388  53474.55524073  845930.9909546 
      1.3e-10  -48111.19388083  47482.41716708  846706.0148156 
     1.35e-10  -52058.62040946  40651.54857668  847416.8498058 
      1.4e-10  -54759.97726984  33321.56995872  848070.5102585 
     1.45e-10  -56187.35040716  25826.18352386  848671.5088334 
      1.5e-10  -56407.52170492  18468.23256788  849222.6541297 
     1.55e-10  -55551.60286621  11488.99214616  849726.4592956 
      1.6e-10  -53790.17892318  5060.975025755  850184.9952531 
     1.65e-10  -51311.09493889  -698.0398189771  850601.3922404 
      1.7e-10  -48303.51521848  -5727.422901892  850978.8776719 
     1.75e-10  -44942.80333461  -10016.20614011  851320.7320838 
      1.8e-10  -41379.73317107  -13591.07801862  851630.2421663 
     1.85e-10  -37738.36526891  -16505.39346539  851910.5502708 
      1.9e-10  -34114.17268428  -18829.36263417  852164.6595294 
     1.95e-10  -30572.9307129  -20637.97936475  852395.3739898 
        2e-10  -27158.56748299  -22006.08901398  852605.1105656 
     2.05e-10  -23893.87471317  -23001.8680058  852795.996313 
      2.1e-10  -20788.3062191  -23685.60817925  852970.2040869 
     2.15e-10  -17840.47106791  -24105.82157731  853128.997943 
      2.2e-10  -15044.58599989  -24300.35218499  853274.303655 
     2.25e-10  -12392.83649328  -24296.77700277  853406.6800526 
      2.3e-10  -9878.182401684  -24113.02860825  853527.6881116 
     2.35e-10  -7495.973073904  -23764.98317306  853638.8740243 
      2.4e-10  -5244.501320266  -23263.45500657  853740.3771063 
     2.45e-10  -3124.691279923  -22618.8109639  853832.3528368 
      2.5e-10  -1139.575340398  -21839.85933022  853917.8557074 
     2.55e-10  705.2636653856  -20936.95669515  853994.8828441 
      2.6e-10  2404.436805685  -19921.35419933  854066.7100742 
     2.65e-10  3951.522713958  -18806.40899247  854131.7810705 
      2.7e-10  5342.166012441  -17605.7789603  854191.434216 
     2.75e-10  6572.653765298  -16335.99178435  854245.8131407 
      2.8e-10  7640.537119778  -15012.83159641  854295.8025573 
     2.85e-10  8546.780023059  -13654.02850256  854341.4261333 
      2.9e-10  9293.290165384  -12275.07184119  854383.0995693 
     2.95e-10  9884.526570975  -10893.82874706  854421.3406415 
        3e-10  10326.88326196  -9523.884115325  854456.2616531 
