20 1 2973.03589256 -1.15042939129 -0.00077073164092 0.0256976686459 0.634224465612 -0.0453562247305
20 2 3174.63748518 -2.30787974424 -0.000892501286893 0.0513998323358 -0.634420702165 0.0148999275799
20 4 3433.07094146 -4.67107778432 -0.000874667114181 0.102798518731 -0.38044353325 -0.501607491682
20 6 3612.05513447 -7.14761251446 -0.000865834624078 0.154159041544 0.189940689615 -0.591350175342
20 8 3829.92821672 -9.80231485181 -0.000637133428094 0.205402661888 0.428634454018 0.432907924194
20 10 3828.64909712 -12.7092215421 -0.000826042590593 0.256366371383 0.098447667218 0.585645709675
20 12 3868.51831984 -15.9538033018 -0.000888025071164 0.306777776823 -0.474078108431 -0.325602250511
20 14 3895.02745424 -19.6321958755 -0.000888215929093 0.356210232419 -0.531704146705 -0.152682218844
20 16 3858.88153692 -23.8453971102 -0.000999349731187 0.404075865958 0.528363690932 0.0112506569776
20 18 3777.29046971 -28.6890596308 -0.000970150445504 0.44966704121 0.499394652159 -0.0478098765932
20 20 3649.07401596 -34.2380656338 -0.00089814651139 0.492267021937 0.453110198176 0.138112628773

25 1 4257.75255542 -0.921148898046 -0.000968426260199 0.0320907101233 -0.540405763254 -0.334863211754
25 2 4560.82991241 -1.85120184823 -0.000909541689183 0.0641934507615 -0.539535065877 -0.332512399665
25 4 4943.82313164 -3.77236177646 -0.00096518403138 0.128383078588 -0.623124271827 0.0587599356082
25 6 5268.55552435 -5.8390948464 -0.000868239456679 0.192465608022 -0.434534485191 -0.431870081665
25 8 5530.46770634 -8.13983701478 -0.000766694851472 0.256190078848 0.385530813731 -0.451894612647
25 10 5557.0308324 -10.7800056773 -0.000914352618034 0.319044305553 0.190700213522 -0.537234067835
25 12 5570.11760824 -13.881393186 -0.000980319083001 0.380162431095 -0.302370195158 -0.448967304561
25 14 5487.3346635 -17.570185544 -0.000974494314897 0.438299896957 -0.253662040672 0.440897251863
25 16 5273.96221909 -21.9523123083 -0.000992554647033 0.492046591581 0.0689521336986 0.468750804067
25 18 4936.33234199 -27.0890161298 -0.000942495529601 0.540253252921 0.382322204956 -0.215071922471
25 20 4531.24835188 -32.9888884562 -0.000898543230639 0.582417683484 0.403863969902 0.030691709989

30 1 5584.69817286 -0.76802549835 -0.000888601680749 0.0384757969348 -0.276524181595 0.572211531022
30 2 6083.32096836 -1.54698739296 -0.00096449587893 0.0769830907973 0.303673966859 -0.555054941195
30 4 6717.52782054 -3.17913216378 -0.000944616775999 0.153960948338 -0.0157742898076 0.621108990083
30 6 7105.1358476 -4.99114463241 -0.00095499721124 0.230665847615 0.116172663513 -0.590875075516
30 8 7833.04313314 -7.09991496153 -0.000525950522592 0.306471880454 -0.191687073337 -0.542480355128
30 10 7789.85276972 -9.64568518195 -0.000642559913762 0.38004370196 0.287119731279 -0.458963428407
30 12 7361.95131818 -12.7798605138 -0.000969784244 0.449319109689 -0.0922048487504 0.49333277525
30 14 6982.15181886 -16.6255847325 -0.000949598166472 0.511918255229 -0.270199798148 0.371928269513
30 16 6378.46578878 -21.2377391476 -0.000934035341752 0.56615992344 -0.418125506615 0.00973091269589
30 18 5704.79856133 -26.605999185 -0.000927311970984 0.611792169414 0.300524753844 -0.232542524879
30 20 5053.40541231 -32.6911791465 -0.000960793272734 0.649719340931 0.133321101517 0.319420740197

35 1 7016.35699966 -0.658526334011 -0.000963480260736 0.0448484590744 0.536482415992 0.340131512766
35 2 7763.06054796 -1.33011534031 -0.000995340049335 0.0897643680525 0.442344500366 0.450490793808
35 4 8672.74331634 -2.7610243244 -0.000945291460252 0.17951096528 0.306931896744 0.53391212163
